filename,prediction_age,model_confidence,duration_s,inference_time_s,ground_truth_age
adult_0050_age30_m.wav,42.439212793699916,0.4,3.64,0.16969895362854004,30.0
adult_0051_age20_f.wav,48.47637621090118,0.4,2.846,0.057799339294433594,20.0
adult_0052_age22_m.wav,42.02772828077007,0.4,2.872,0.03686094284057617,22.0
adult_0053_age20_f.wav,45.49404550408793,0.4,3.048,0.0334620475769043,20.0
adult_0054_age21_f.wav,44.87744330575172,0.4,4.58,0.0203096866607666,21.0
adult_0055_age28_f.wav,43.31057661786213,0.4,5.0,0.02108931541442871,28.0
adult_0056_age26_m.wav,43.717895018104045,0.4,5.0,0.021689891815185547,26.0
adult_0057_age21_f.wav,47.357663276956856,0.4,5.0,0.018854856491088867,21.0
adult_0058_age21_f.wav,43.766295176142165,0.4,5.0,0.018573522567749023,21.0
adult_0059_age28_f.wav,45.09101535543423,0.4,5.0,0.018834829330444336,28.0
adult_0060_age20_f.wav,47.06539773344583,0.4,3.048,0.01708388328552246,20.0
adult_0061_age20_f.wav,49.19346165429133,0.4,3.63,0.01962590217590332,20.0
adult_0062_age28_f.wav,47.673721877957114,0.4,5.0,0.020224571228027344,28.0
adult_0063_age20_m.wav,44.20829149342687,0.4,5.0,0.02343463897705078,20.0
adult_0064_age20_f.wav,45.87345360796598,0.4,3.143,0.022330760955810547,20.0
adult_0065_age21_f.wav,50.7136338545497,0.4,4.898,0.025560379028320312,21.0
adult_0066_age20_f.wav,49.09744267332801,0.4,3.89,0.01892566680908203,20.0
adult_0067_age19_m.wav,51.24119138299574,0.4,2.931,0.022154569625854492,19.0
adult_0068_age21_f.wav,44.53606782835252,0.4,4.79,0.027415990829467773,21.0
adult_0069_age23_m.wav,43.1471340232604,0.4,2.563,0.025901079177856445,23.0
adult_0070_age28_m.wav,42.32641662070496,0.4,3.196,0.019023895263671875,28.0
adult_0071_age21_f.wav,43.21983593468969,0.4,5.0,0.019374608993530273,21.0
adult_0072_age21_f.wav,47.67256538311011,0.4,5.0,0.02179265022277832,21.0
