filename,prediction_age,model_confidence,duration_s,inference_time_s,ground_truth_age
adult_0050_age30_m.wav,33.49142372608185,0.910753607749939,3.64,1.132070779800415,30.0
adult_0051_age20_f.wav,30.78671097755432,0.9911475777626038,2.846,0.892848014831543,20.0
adult_0052_age22_m.wav,36.28760576248169,0.9968785047531128,2.872,0.9655449390411377,22.0
adult_0053_age20_f.wav,22.69195169210434,0.9896530508995056,3.048,0.9688069820404053,20.0
adult_0054_age21_f.wav,41.288742423057556,0.9961330890655518,4.58,1.5004792213439941,21.0
adult_0055_age28_f.wav,20.728962123394012,0.9284709692001343,5.0,2.330108165740967,28.0
adult_0056_age26_m.wav,72.55745530128479,0.8115708231925964,5.0,1.6232640743255615,26.0
adult_0057_age21_f.wav,21.881887316703796,0.9835672378540039,5.0,1.7592906951904297,21.0
adult_0058_age21_f.wav,30.297231674194336,0.9785315990447998,5.0,2.2688066959381104,21.0
adult_0059_age28_f.wav,27.617383003234863,0.997514009475708,5.0,1.8817787170410156,28.0
adult_0060_age20_f.wav,32.675084471702576,0.9861650466918945,3.048,0.9194283485412598,20.0
adult_0061_age20_f.wav,20.880024135112762,0.9842973351478577,3.63,1.0702283382415771,20.0
adult_0062_age28_f.wav,35.672545433044434,0.9974241256713867,5.0,2.09257435798645,28.0
adult_0063_age20_m.wav,23.002468049526215,0.7992193698883057,5.0,1.2106132507324219,20.0
adult_0064_age20_f.wav,23.788148164749146,0.9877931475639343,3.143,1.015350341796875,20.0
adult_0065_age21_f.wav,48.51926863193512,0.9852531552314758,4.898,1.443871259689331,21.0
adult_0066_age20_f.wav,31.769564747810364,0.9889629483222961,3.89,1.246946096420288,20.0
adult_0067_age19_m.wav,36.547812819480896,0.9938551783561707,2.931,1.4007320404052734,19.0
adult_0068_age21_f.wav,24.597670137882233,0.9825688600540161,4.79,2.1837852001190186,21.0
adult_0069_age23_m.wav,23.67521971464157,0.9981933236122131,2.563,0.8393547534942627,23.0
adult_0070_age28_m.wav,21.145707368850708,0.9986847043037415,3.196,0.9490940570831299,28.0
adult_0071_age21_f.wav,19.13188248872757,0.9735772013664246,5.0,1.4637608528137207,21.0
adult_0072_age21_f.wav,17.952127754688263,0.9665275812149048,5.0,2.214944839477539,21.0
adult_0073_age20_f.wav,24.650658667087555,0.9904474020004272,5.0,1.769195318222046,20.0
adult_0074_age20_m.wav,33.629223704338074,0.7839187383651733,2.884,0.8469252586364746,20.0
adult_0075_age19_f.wav,21.92675918340683,0.985653281211853,3.99,1.1224980354309082,19.0
adult_0076_age24_m.wav,18.703795969486237,0.9934705495834351,3.0,1.1837067604064941,24.0
adult_0077_age21_f.wav,18.80289763212204,0.9797325134277344,3.29,1.4929027557373047,21.0
adult_0078_age21_f.wav,19.897150993347168,0.9643470644950867,5.0,1.798598289489746,21.0
adult_0079_age28_m.wav,39.400652050971985,0.7630345225334167,3.37,1.3649075031280518,28.0
adult_0080_age24_m.wav,24.07192438840866,0.9962087869644165,3.38,0.9667408466339111,24.0
adult_0081_age21_f.wav,45.60435712337494,0.9974135756492615,2.477,0.7483861446380615,21.0
adult_0082_age33_f.wav,30.58418035507202,0.997907280921936,3.339,1.4589207172393799,33.0
adult_0083_age22_m.wav,57.80671834945679,0.990713357925415,3.004,1.1825859546661377,22.0
adult_0084_age28_f.wav,25.695276260375977,0.9976389408111572,5.0,1.8285086154937744,28.0
adult_0085_age20_f.wav,32.36820697784424,0.9825690984725952,2.596,0.7836368083953857,20.0
adult_0086_age21_f.wav,49.087703227996826,0.9976809024810791,2.825,0.8613765239715576,21.0
adult_0087_age28_f.wav,41.22336804866791,0.984374463558197,5.0,1.0381934642791748,28.0
adult_0088_age21_f.wav,18.373148143291473,0.9564294219017029,4.76,1.4609174728393555,21.0
adult_0089_age24_m.wav,24.20588880777359,0.9892160892486572,5.0,1.703047275543213,24.0
adult_0090_age23_m.wav,32.291045784950256,0.9940699934959412,5.0,1.8104465007781982,23.0
adult_0091_age21_f.wav,23.199595510959625,0.9983586668968201,5.0,1.8140554428100586,21.0
adult_0092_age21_f.wav,22.556497156620026,0.9816407561302185,3.3,1.0280349254608154,21.0
adult_0093_age22_f.wav,51.82083249092102,0.9921297430992126,3.106,1.2195897102355957,22.0
adult_0094_age21_f.wav,31.57302439212799,0.9850491881370544,3.14,1.0731513500213623,21.0
adult_0095_age32_m.wav,33.10178518295288,0.961764395236969,5.0,1.6121785640716553,32.0
adult_0096_age37_m.wav,31.979697942733765,0.9761265516281128,3.087,1.329862117767334,37.0
adult_0097_age19_m.wav,17.023107409477234,0.9960772395133972,3.357,1.0337464809417725,19.0
adult_0098_age24_m.wav,23.68181198835373,0.991163969039917,2.88,1.1540284156799316,24.0
adult_0099_age37_m.wav,44.81835067272186,0.9010213613510132,2.784,0.8808724880218506,37.0
child_0000_age9_m.wav,25.79122483730316,0.9722052812576294,5.0,1.7311484813690186,
child_0001_age6_f.wav,22.11206406354904,0.8878692984580994,3.19,1.374516487121582,
child_0002_age6_m.wav,5.367761477828026,0.9985733032226562,3.285,0.9727671146392822,
child_0003_age6_m.wav,18.370407819747925,0.9079452753067017,3.13,1.2882189750671387,
child_0004_age7_m.wav,13.231723010540009,0.8666182160377502,3.96,1.4035279750823975,
child_0005_age11_f.wav,29.92299795150757,0.995148241519928,2.51,0.9505255222320557,11.0
child_0006_age6_m.wav,17.672981321811676,0.9165481328964233,2.45,0.9844307899475098,
child_0007_age9_f.wav,24.486978352069855,0.9808016419410706,2.73,1.3258116245269775,
child_0008_age7_m.wav,18.839411437511444,0.86156165599823,3.86,1.1878252029418945,
child_0009_age7_m.wav,19.523723423480988,0.6081660985946655,3.47,0.9912993907928467,
child_0010_age6_f.wav,23.27013611793518,0.8453104496002197,3.51,1.5240514278411865,
child_0011_age12_f.wav,27.712729573249817,0.9949126243591309,3.36,0.4570586681365967,12.0
child_0012_age15_f.wav,36.7465078830719,0.997289776802063,3.92,1.2155871391296387,15.0
child_0013_age15_f.wav,47.825559973716736,0.9978325963020325,4.86,1.4785568714141846,15.0
child_0014_age9_f.wav,23.780064284801483,0.9910169839859009,3.03,1.4275486469268799,
child_0015_age7_m.wav,45.92249095439911,0.9979584217071533,4.49,1.465162754058838,
child_0016_age6_m.wav,11.143268644809723,0.9108597040176392,5.0,1.755763053894043,
child_0017_age7_f.wav,33.102044463157654,0.9960362315177917,3.51,0.9997851848602295,
child_0018_age12_m.wav,39.31655287742615,0.9586356282234192,3.53,1.479463815689087,12.0
child_0019_age7_m.wav,22.20623642206192,0.9933694005012512,3.134,1.2644975185394287,
child_0020_age9_m.wav,19.43998485803604,0.7607861161231995,4.57,1.6697726249694824,
child_0021_age12_m.wav,26.58061385154724,0.9150175452232361,3.37,0.9857361316680908,12.0
child_0022_age11_f.wav,30.544450879096985,0.9955014586448669,2.072,0.9673323631286621,11.0
