filename,prediction_age,model_confidence,duration_s,inference_time_s,ground_truth_age
common_voice_fifties_000.wav,35.0,0.33525943756103516,2.959375,1.1367640495300293,57.0
common_voice_fifties_001.wav,35.0,0.3374759256839752,2.934,0.8950984477996826,52.0
common_voice_fifties_002.wav,35.0,0.33543238043785095,2.3950625,0.7353715896606445,53.0
common_voice_fifties_003.wav,35.0,0.33501139283180237,2.025125,0.675774335861206,52.0
common_voice_fifties_004.wav,35.0,0.33560606837272644,2.555625,0.767164945602417,56.0
common_voice_fifties_005.wav,35.0,0.33443593978881836,3.89175,1.1021549701690674,50.0
common_voice_fifties_006.wav,35.0,0.33524090051651,3.65125,1.0425233840942383,58.0
common_voice_fifties_007.wav,35.0,0.33489012718200684,3.4011875,1.0454204082489014,50.0
common_voice_fifties_008.wav,35.0,0.33534014225006104,3.789125,1.7290871143341064,56.0
common_voice_fifties_009.wav,35.0,0.334560751914978,2.0091875,0.005179882049560547,59.0
common_voice_forties_000.wav,35.0,0.33545249700546265,2.77725,0.9006333351135254,41.0
common_voice_forties_001.wav,8.0,0.33393681049346924,1.5354375,0.5073933601379395,43.0
common_voice_forties_002.wav,35.0,0.3350609838962555,1.85725,0.5588719844818115,41.0
common_voice_forties_003.wav,35.0,0.3368476629257202,1.8030625,0.5609893798828125,40.0
common_voice_forties_004.wav,35.0,0.3354364335536957,1.9699375,0.6349892616271973,42.0
common_voice_forties_005.wav,35.0,0.3359292447566986,3.3298125,1.5132145881652832,48.0
common_voice_forties_006.wav,35.0,0.33464276790618896,2.441625,1.2173936367034912,44.0
common_voice_forties_007.wav,8.0,0.335043728351593,2.6260625,0.9880516529083252,49.0
common_voice_forties_008.wav,8.0,0.3342255651950836,2.837875,0.8553409576416016,46.0
common_voice_forties_009.wav,35.0,0.3353365659713745,3.8546875,1.123934268951416,42.0
common_voice_forties_010.wav,35.0,0.3348177373409271,2.7899375,0.9255120754241943,48.0
common_voice_forties_011.wav,35.0,0.33500877022743225,1.5048125,0.7809197902679443,44.0
common_voice_forties_012.wav,35.0,0.33636125922203064,3.674125,1.656649112701416,47.0
common_voice_forties_013.wav,35.0,0.33679091930389404,2.8520625,1.0139553546905518,44.0
common_voice_forties_014.wav,35.0,0.33610379695892334,2.5265625,0.8006014823913574,41.0
common_voice_sixties_000.wav,8.0,0.3340694308280945,3.149875,0.9842288494110107,61.0
common_voice_sixties_001.wav,35.0,0.33467918634414673,2.9468125,0.9710214138031006,63.0
common_voice_sixties_002.wav,35.0,0.33782878518104553,2.94775,1.3986616134643555,63.0
common_voice_sixties_003.wav,35.0,0.3349281847476959,2.1466875,1.0926885604858398,61.0
common_voice_sixties_004.wav,35.0,0.33472761511802673,1.9425625,0.7663910388946533,68.0
common_voice_teens_000.wav,35.0,0.33525851368904114,2.2105,0.7240216732025146,13.0
common_voice_teens_001.wav,35.0,0.33589401841163635,1.6361875,0.8470556735992432,19.0
common_voice_teens_002.wav,8.0,0.3348627984523773,2.9689375,0.9083342552185059,16.0
common_voice_teens_003.wav,35.0,0.33760830760002136,2.1174375,0.677689790725708,14.0
common_voice_teens_004.wav,35.0,0.3344244658946991,2.141,0.6922369003295898,13.0
common_voice_teens_005.wav,35.0,0.3345744013786316,3.8676875,1.7856967449188232,14.0
common_voice_teens_006.wav,35.0,0.33417579531669617,2.9330625,0.9622111320495605,19.0
common_voice_teens_007.wav,35.0,0.3351246416568756,3.0119375,1.2264726161956787,19.0
common_voice_teens_008.wav,35.0,0.3354611396789551,2.7381875,0.8856620788574219,14.0
common_voice_teens_009.wav,35.0,0.3353787362575531,2.49475,0.7678728103637695,13.0
common_voice_teens_010.wav,35.0,0.3351389765739441,2.8751875,1.0611753463745117,15.0
common_voice_teens_011.wav,35.0,0.33560317754745483,2.724,1.31673002243042,14.0
common_voice_teens_012.wav,35.0,0.3376716375350952,2.182875,-0.19803571701049805,18.0
