filename,prediction_age,model_confidence,duration_s,inference_time_s,ground_truth_age
common_voice_fifties_000.wav,0.07254647463560104,0.3,2.959375,0.4260551929473877,57.0
common_voice_fifties_001.wav,0.044087547808885574,0.3,2.934,0.3245723247528076,52.0
common_voice_fifties_002.wav,0.04435645043849945,0.3,2.3950625,0.2851850986480713,53.0
common_voice_fifties_003.wav,0.11848754435777664,0.3,2.025125,0.2483844757080078,52.0
common_voice_fifties_004.wav,0.07157228887081146,0.3,2.555625,0.29792261123657227,56.0
common_voice_fifties_005.wav,0.021189210936427116,0.3,3.89175,0.4229905605316162,50.0
common_voice_fifties_006.wav,0.05918765813112259,0.3,3.65125,0.4015929698944092,58.0
common_voice_fifties_007.wav,0.1257432997226715,0.3,3.4011875,0.36533451080322266,50.0
common_voice_fifties_008.wav,0.05474370718002319,0.3,3.789125,0.4015614986419678,56.0
common_voice_fifties_009.wav,0.07507991790771484,0.3,2.0091875,0.24830293655395508,59.0
common_voice_forties_000.wav,0.0617077574133873,0.3,2.77725,0.3084583282470703,41.0
common_voice_forties_001.wav,0.04948977008461952,0.3,1.5354375,0.19399738311767578,43.0
common_voice_forties_002.wav,0.130482017993927,0.3,1.85725,0.2276625633239746,41.0
common_voice_forties_003.wav,0.04216408729553223,0.3,1.8030625,0.22211432456970215,40.0
common_voice_forties_004.wav,0.08264338225126266,0.3,1.9699375,0.23606514930725098,42.0
common_voice_forties_005.wav,0.041680581867694855,0.3,3.3298125,0.46358513832092285,48.0
common_voice_forties_006.wav,0.15832898020744324,0.3,2.441625,0.4418480396270752,44.0
common_voice_forties_007.wav,0.08679916709661484,0.3,2.6260625,0.4525175094604492,49.0
common_voice_forties_008.wav,0.028621835634112358,0.3,2.837875,0.5011692047119141,46.0
common_voice_forties_009.wav,0.10385005176067352,0.3,3.8546875,-0.3406546115875244,42.0
common_voice_forties_010.wav,0.18241682648658752,0.3,2.7899375,0.5151059627532959,48.0
common_voice_forties_011.wav,0.11273173987865448,0.3,1.5048125,0.30634593963623047,44.0
common_voice_forties_012.wav,0.06427295506000519,0.3,3.674125,0.4044957160949707,47.0
common_voice_forties_013.wav,0.08399461954832077,0.3,2.8520625,0.32456493377685547,44.0
common_voice_forties_014.wav,0.08117927610874176,0.3,2.5265625,0.3362100124359131,41.0
common_voice_sixties_000.wav,0.04295794293284416,0.3,3.149875,0.35002660751342773,61.0
common_voice_sixties_001.wav,0.17853516340255737,0.3,2.9468125,0.3318898677825928,63.0
common_voice_sixties_002.wav,0.04221052676439285,0.3,2.94775,0.32495665550231934,63.0
common_voice_sixties_003.wav,0.11667054891586304,0.3,2.1466875,0.25363755226135254,61.0
common_voice_sixties_004.wav,0.21340525150299072,0.3,1.9425625,0.2428150177001953,68.0
common_voice_teens_000.wav,0.11531419306993484,0.3,2.2105,0.27494001388549805,13.0
common_voice_teens_001.wav,0.09065508842468262,0.3,1.6361875,0.21901369094848633,19.0
common_voice_teens_002.wav,0.08210555464029312,0.3,2.9689375,0.5076420307159424,16.0
common_voice_teens_003.wav,0.12693625688552856,0.3,2.1174375,0.40871620178222656,14.0
common_voice_teens_004.wav,0.07395093888044357,0.3,2.141,0.4320409297943115,13.0
common_voice_teens_005.wav,0.004871465265750885,0.3,3.8676875,0.6803321838378906,14.0
common_voice_teens_006.wav,0.006417982280254364,0.3,2.9330625,0.536879301071167,19.0
common_voice_teens_007.wav,0.15013068914413452,0.3,3.0119375,0.525456428527832,19.0
common_voice_teens_008.wav,0.0972319096326828,0.3,2.7381875,0.34023070335388184,14.0
common_voice_teens_009.wav,0.10200449079275131,0.3,2.49475,0.29369044303894043,13.0
common_voice_teens_010.wav,0.07977351546287537,0.3,2.8751875,0.3166072368621826,15.0
common_voice_teens_011.wav,0.0657232478260994,0.3,2.724,0.30555295944213867,14.0
common_voice_teens_012.wav,0.035369016230106354,0.3,2.182875,0.2679905891418457,18.0
common_voice_teens_013.wav,0.07734888792037964,0.3,1.844875,0.2269892692565918,13.0
common_voice_teens_014.wav,0.10994898527860641,0.3,2.788375,0.3083031177520752,18.0
common_voice_thirties_000.wav,0.05898530036211014,0.3,1.782875,0.21872162818908691,38.0
common_voice_thirties_001.wav,0.12642928957939148,0.3,2.2760625,0.26638364791870117,35.0
common_voice_thirties_002.wav,0.1180649846792221,0.3,2.48725,0.2906920909881592,31.0
common_voice_thirties_003.wav,0.07795174419879913,0.3,2.877375,0.32599973678588867,30.0
common_voice_thirties_004.wav,0.06574098765850067,0.3,2.6289375,0.4558420181274414,32.0
common_voice_thirties_005.wav,0.13904544711112976,0.3,1.863,0.34456896781921387,31.0
common_voice_thirties_006.wav,0.08092445135116577,0.3,2.4710625,0.45377111434936523,35.0
common_voice_thirties_007.wav,0.06914405524730682,0.3,3.7973125,0.6420896053314209,33.0
common_voice_thirties_008.wav,0.07344751060009003,0.3,3.073625,0.533083438873291,30.0
common_voice_thirties_009.wav,0.051649872213602066,0.3,2.635125,0.4560418128967285,34.0
common_voice_thirties_010.wav,0.06322536617517471,0.3,3.4004375,0.48227858543395996,34.0
common_voice_thirties_011.wav,0.03016410768032074,0.3,2.6465,0.3061201572418213,32.0
common_voice_thirties_012.wav,0.09288661926984787,0.3,1.650125,0.20541715621948242,35.0
common_voice_thirties_013.wav,0.05275968462228775,0.3,2.8066875,0.3252267837524414,31.0
common_voice_thirties_014.wav,0.08823550492525101,0.3,1.9314375,0.23426175117492676,38.0
common_voice_thirties_015.wav,0.126395121216774,0.3,2.385875,0.27355170249938965,38.0
common_voice_thirties_016.wav,0.13025686144828796,0.3,2.2804375,0.27115607261657715,38.0
common_voice_thirties_017.wav,0.05570527911186218,0.3,2.1805625,0.2509160041809082,31.0
common_voice_thirties_018.wav,0.10547599196434021,0.3,3.2276875,0.35827159881591797,33.0
common_voice_thirties_019.wav,0.08477406948804855,0.3,3.3186875,0.39157867431640625,30.0
common_voice_thirties_020.wav,0.08045269548892975,0.3,2.896,0.44383931159973145,37.0
common_voice_thirties_021.wav,0.06432328373193741,0.3,1.7728125,0.3478872776031494,33.0
common_voice_thirties_022.wav,0.06347925215959549,0.3,2.2896875,0.44430065155029297,39.0
common_voice_thirties_023.wav,0.06805089861154556,0.3,1.5110625,0.3190186023712158,38.0
common_voice_thirties_024.wav,0.04939669743180275,0.3,2.8273125,0.4809896945953369,38.0
common_voice_twenties_000.wav,0.09997515380382538,0.3,2.96125,0.5141983032226562,26.0
common_voice_twenties_001.wav,0.0809679925441742,0.3,2.0223125,0.38962721824645996,29.0
common_voice_twenties_002.wav,0.12529660761356354,0.3,2.7203125,0.48833680152893066,29.0
common_voice_twenties_003.wav,0.09165272116661072,0.3,2.16225,0.279249906539917,29.0
common_voice_twenties_004.wav,0.107392318546772,0.3,3.7534375,0.3940567970275879,26.0
common_voice_twenties_005.wav,0.11231198906898499,0.3,2.656,0.30183863639831543,29.0
common_voice_twenties_006.wav,0.07462388277053833,0.3,2.6126875,0.2963063716888428,22.0
common_voice_twenties_007.wav,0.08379387855529785,0.3,3.2416875,0.3633248805999756,29.0
common_voice_twenties_008.wav,0.029556764289736748,0.3,3.9280625,0.4136083126068115,21.0
common_voice_twenties_009.wav,0.0985225960612297,0.3,1.842,0.22238445281982422,27.0
common_voice_twenties_010.wav,0.14413681626319885,0.3,2.884375,0.3227980136871338,27.0
common_voice_twenties_011.wav,0.008107099682092667,0.3,3.6353125,0.39214515686035156,27.0
common_voice_twenties_012.wav,0.15283194184303284,0.3,1.972375,0.3010077476501465,28.0
common_voice_twenties_013.wav,0.12206858396530151,0.3,1.704625,0.3296477794647217,20.0
common_voice_twenties_014.wav,0.08327754586935043,0.3,2.194875,0.42188096046447754,25.0
common_voice_twenties_015.wav,0.12281260639429092,0.3,2.52175,0.4619104862213135,25.0
common_voice_twenties_016.wav,0.14181263744831085,0.3,2.1578125,0.3994004726409912,29.0
common_voice_twenties_017.wav,0.1066531240940094,0.3,2.1029375,0.4090995788574219,27.0
common_voice_twenties_018.wav,0.16945448517799377,0.3,2.00175,0.37465763092041016,21.0
common_voice_twenties_019.wav,0.14056941866874695,0.3,3.60725,0.6109151840209961,24.0
common_voice_twenties_020.wav,0.09888812154531479,0.3,2.023375,0.24881196022033691,25.0
common_voice_twenties_021.wav,0.08313095569610596,0.3,2.167375,0.259631872177124,23.0
common_voice_twenties_022.wav,0.08523432165384293,0.3,3.0385625,0.34481310844421387,29.0
common_voice_twenties_023.wav,0.03733644634485245,0.3,3.0858125,0.3463156223297119,28.0
common_voice_twenties_024.wav,0.05539998412132263,0.3,1.923875,0.2302241325378418,28.0
common_voice_twenties_025.wav,0.0554402694106102,0.3,3.8058125,0.4190993309020996,27.0
common_voice_twenties_026.wav,0.059094663709402084,0.3,1.853625,0.2226579189300537,24.0
common_voice_twenties_027.wav,0.05630318075418472,0.3,2.33775,0.28090691566467285,24.0
common_voice_twenties_028.wav,0.13194407522678375,0.3,2.9324375,0.33047032356262207,21.0
common_voice_twenties_029.wav,0.028783535584807396,0.3,3.2914375,0.36787962913513184,26.0
